Tweet_id,Tweet,DYNAMIC,EPISODIC,GENERIC,HABITUAL,NON-GENERIC,STATIC,STATIVE
24,"3 people followed me and 2 people unfollowed me // automatically checked by .
",1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0
25," aw lol. well my sister's free on thursday i think so we could hang that day. <happy> .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
26," i'm not playing either .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
27,"like.. why you has no drive or ambition? .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
28," i actually hope it works....
",0.0,0.0,0.0,0.5,1.0,0.5,1.0
29,"i woke up to a text from mu best frjend sahing that mu fave character dies in the last season and she was lyinh im so .
",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666
30,"i'm more upset i ripped my jeans and ruined my shoes more than anything in this situation .
",0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
31," i got an email from jeff popiel asking to confirm my address for a donation. just wondering this is legit. thanks .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
32,"i'm not even going to pretend to disagree with this. #saveourbees #thebeekeepersball #thetruthaboutwasps .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
33,"one more thing look at the second picture. his hair is beautiful as fuck ill actually cry if he ever cuts it istg .
",0.6,0.2,0.0,0.4,1.0,0.4,0.4
34,"and if nathan does have a decent outing brad will be like .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
35,"i love listening to my second family on every morning .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
36,"#sagittarius loves to rediscover. from old friends to old hobbies. they like to rekindle lost interest.
",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666
37," and when you come in we will ride! .
",1.0,0.5,0.0,0.5,1.0,0.0,0.0
38,"thank you ! the cool ranch taco had finally happened! .
",1.0,0.5,0.0,0.0,1.0,0.5,0.0
39,"so confused &amp; upset about what the fuck is happening. my god. just tell me what the fuck is going on.
",0.6,0.0,0.0,0.2,1.0,0.8,0.4
40,"i'm confused ! what i do ? .
",0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333
41,"bc his music is amazing .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
42," *ace stays on the couch. watching and smiling* .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
43,"#stopbbcbias why isn't ukip on at 8 tonight? we won the eu elections inc. scottish mep and third party in polls! .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
44,"i love it when it rains/storms it hides the tears from the world .
",0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0
45," this is the worst life. i'm going to make up my own words for buttholes. i will save the world from this plague.
",0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333
46," bruh they not even together lol .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
47,"actually woke up before my alarm this morning. what is wrong with me .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
48," all i can say is wow!!! beautiful as always. have an awesome week!!! .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
49,"problems r never the problem the problem is the solution. i am tired of telling to search for a key &amp; not to sit crying inside locked doors.
",0.25,0.0,0.0,0.5,1.0,0.5,0.75
50,"coldplay tickets have been sold - fyi. thanks for  &amp; .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
51,"sometimes i just don't care to put my energy into some shit that gives nothing back.
",0.5,0.0,0.0,0.5,1.0,0.5,0.5
52," oo seryoso <sad> hahaha w0w bakasyonista daming chocolatezxs <tease> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
53,"i do bad things when im alone so i try and be with someone always .
",0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666
54,"but he's a good man . i think.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
55," too many tweets! unfollow! .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
56,"nothing like putting two things together and having it all make sense. can't even feel sorry because it was always your fault anyway .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
57," oh okay. i was worried! i thought it was that but something bad. <sad> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
58,"god ok i need to. put tthe phone down and go back to dealing with .
",0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
59," //sure. she's sort of a villain and vigilante mixed together. her adoptive father is a vigilante and she became like him. but+ .
",0.5,0.25,0.0,0.0,1.0,0.75,0.5
60," my last 27 miles weren't graceful. thighs were on the verge of cramping. walked more of the flats than i wanted to. #finished <happy> .
",0.2,0.2,0.0,0.0,1.0,0.8,0.8
61,"shit harry styles is hot af.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
62,"fake ppl r always going to be fake!!! .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
63,"i lost a lot of people this year .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
64," no corruption oo. floyd is just a very smart boxer. #48-0 .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
65," u flatter me .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
66,"and i'm sure the rent is going to increase a lot more than what my landlady said now that she's going to talk to the agency oh fuuucckk .
",0.75,0.25,0.0,0.0,1.0,0.75,0.25
67," gracias <happy> y enhorabuena a ken! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
68," you have a fandom lmao famous 1d fan acc have more followers than you lil bitch .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
69," very loveliest! <love> <love> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
70," aren't they great?!?!?! .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
71,"all eht extra shit for the birds buddy .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
72,"this episode of ahs holy shit .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
73,"american sniper has ruined the cool films that begin with american .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
74,"my head is killing me.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
75,"i'm still in love.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
76,"shailene is so adorable on that old movie i'm watching. i can't :3 .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
77,"you shall have had a great evening by the time you read this.
",1.0,0.5,0.0,0.0,1.0,0.5,0.0
78," were you guys enjoying my heckling? .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
79,"fucking embarrassing. this team needs to get its fucking shit together. goddammit.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
80,"only 1 hour left to bid on some great family-friendly items in 's online silent auction! .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
81," that's not ok. for obvious reasons. less obvious: the roots of dominant sci epistemology are not european. we've been lied to.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
82,"everything is slowly falling into place. i feel.
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
83,"back from family road trip to big sur. carmel. hearst castle. solvang and getty museum. had fun! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
84,"ausmus fucking pull him already for christs sake .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
85,"i have fallen in love with my english teacher and i'm going to spend my summer crying over the fact he is leaving .
",1.0,0.5,0.0,0.0,1.0,0.5,0.0
86," she straightened it.. which is even worse bc i can do that myself. but i just took a shower like an hour ago and i didn't .
",0.6,0.4,0.0,0.0,1.0,0.6,0.4
87," is this seriously legit? .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
88,"totally non-violent gun nuts call for gabby giffords to be shot again (images) .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
89," u rock short hair. i'm talkin ab girls who tell girls to cut their hair &amp; they have beautiful hair &amp; couldn't rock short .
",0.6,0.0,0.0,0.0,1.0,1.0,0.4
90,"why does she even waste her time omg like move on and eat another donut .
",1.0,0.0,0.0,0.5,1.0,0.5,0.0
91," i suppose you just laugh it off. lad points. think that's what i'd do. if i watched porn that is. my life is blemish free .
",0.3333333333333333,0.1111111111111111,0.0,0.0,1.0,0.8888888888888888,0.6666666666666666
92,": : this is adorable .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
93," definitely! (common expectation. though - so smart to mention there's no 'lake access' to avoid surprises!) .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
94,"he prays for peace.
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
95," i was begged. but that's reg...lowkey bars .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
96," enjoy dunkin donuts.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
97,"do i look like a yellow pole to him?! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
98,"i'm so thankful for sean in so many different ways. i have an amazing amazing boyfriend! #appreciationtweet .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
99,"also 'drug addicts would still get their fix somehow!!' excuse. look fuck off because that meant less drugs on the streets .
",0.5,0.0,0.0,0.25,1.0,0.75,0.5
100," bitch yes i do see the damn wink .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
101,"omg ano ito i need to jog. must. ready. heart. and. mind. and. soul. jk i'm gonna take a nap. #forevermorefallapart .
",0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
102,". . you're like so deep! but i never said racist the word is hateful - you know. teaparty republican #p2 .
",0.2,0.0,0.0,0.2,1.0,0.8,0.8
103,"i'm in-love over and over.. <happy> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
104," i think so... besides. i enjoy doing it! it relaxes me. it both mindless and mindful at the same time.
",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666
105,"good with just the word. sorry <love> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
106,"oldie. but a goodie: success is going from failure to failure without loss of enthusiasm. -winston churchill .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
107," do u see this .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
108,"hope i didn't have any homework this weekend .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
109," some of the most fun ive had was leveling my priest on wow .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
110,"fowler is solid but ranks near bottom of the ny6 pbp guys. and that doesn't even count gus &amp; verne.  .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
111," gagi rico is like artistang namatay sa bangugot wag ka na choosy lol .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
112," glad to hear it! .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
113,"am i a terrible canadian for saying i've never liked any of tim hortons' food offerings? french onion soup. various sandwiches. etc. bland.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
114," no they're actual hamburgers just named after him like the store lmao .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
115,"yay got my first pair of people ask me for my photo today. officially famous .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
116,"still. the cinematography is a lot better. i like how they're conflating character with place.
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
117," smd you fuck .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
118,"i feel like an extreme pansy drinking wine while watching football. it just seems so awkward.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
119," awww <sad> i hope everything is okay .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
120,"google can't even help you look for a good personality to replace that ugly one.! .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
121,"remember #cowx in april 2013? snowstorms saved us from prolonged drought. happy #tbt .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
122," omfg no. phil is such a twink bottom.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
123,"kidnaps limmy-chan from faith.
",0.0,0.0,0.0,1.0,1.0,0.0,1.0
124," why cant i  you it would be better if i can  these tweets of you rn .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
125,"brought myself a pair of kontrol freaks bo3 edition .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
126," just one??? lol .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
127,"the thing is. i can say kill tories all i want but we will still never have a 1 tory dead to every 100 disabled people ratio. sad.
",0.25,0.0,0.0,0.0,1.0,1.0,0.75
128," i know right? then they realise they fucked up after marrying or having babiesssss lol .
",0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
129,"clearly. you have feelings for her. but you can't compete with the long-lost agent mulder. with his easy good looks. his oxford education.
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
130,"pizza ranch when we all get back?! please?!  .
",0.5,0.0,0.0,0.5,1.0,0.5,0.5
131," i was sooo pissed u left first. u wud have been such a popular n great personality on the show. hope things are going good tho .
",0.4,0.2,0.0,0.0,1.0,0.8,0.6
132,"about last night.......awesome!!!!! .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
133," #love to speed so driverless cars will not work for me .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
134,"okay bitch???? have you forgotten who owns this account???? .
",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666
135," it's an easy fix <tease> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
136,"oh my god this book is making me emotional .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
137,"poison me with ur love. and maybe some kitchen chemicals also .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
138,"proud of jv today by getting that w. great job boy. you played your heart out and got 22-0  .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
139,"sorry. it wasn't my goal to offend you(or anyone).
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
140,"young and open girl who wants to create a strong family. in that there is harmony and idyl...
",0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666
141,"i'm awesome! no one unfollowed me but if they did i would have known thanks to .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
142,"*doctor writes fucking savage on clipboard* .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
143," when did i mention tumblr? i also said it matter that men are raped.
",1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0
144," get a mangrate .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
145,"and a few years ago it seemed to be impossible to revive al pacino: inch by inch. all his life had to be won back...
",0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0
146," i like this kid .
",0.0,0.0,1.0,0.0,0.0,1.0,1.0
147,"when you think someone likes you .
",0.0,0.0,1.0,0.0,0.0,1.0,1.0
148,"i'm still fucking bricking it though. i really don't want to do it.
",0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,1.0
149,"shit i can't wake up without one of my lazy ass family members in my ear asking for favors .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
150," lol. glad to see us #jamaicans excellinq but i know you're a man u fan but you think will finish 4th wit the fa cup? .
",0.2,0.0,0.0,0.0,1.0,1.0,0.8
151," this is america. lets remember this before acting like rational thought wins out .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
152,"haha. has been slamming mayweather even before the fight was scheduled. now mayweather wins&amp;skip is butthurt.
",0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
153," my shit wya .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
154," not on the point i'm making. of the much vaunted increase in jobs of 1.8m 33% are 0 hrs .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
155,"just a little edit i made (bc of boredom) because i want her to win so bad. #votetrismtv .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
156," you should use the next 3 days off to find your balls. you're playing garbage. what happened to aggressive teague? man up dude.
",1.0,0.75,0.0,0.0,1.0,0.25,0.0
157," not wine lol but yes .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
158," i know what the fuck have u created .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
159," lmao i hate u.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
160,"why is a parent's favorite question: sooooooo.. any new boyfriends i should know about? .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
161,"i love talking to  .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
162," - at what point does r superpac $ stay on sideline or move toward house/sen races? lost cause is a bad investment .
",0.75,0.5,0.0,0.0,1.0,0.5,0.25
163,"sir karl: kamusta ang tulog dyan?!?!? .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
164,"up 22 hours now. do the kids say #yolo at this point? (@ steak 'n shake) .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
165," i'm so disappointed in myself .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
166,"&amp; getting my hair done so i don't look like i'm balding .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
167,"me and my teacher have a lot in common .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
168," oh yeah! that was out of nowhere and amazing!!! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
169," good guy daithi xd .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
170," it's good. not perfect. but well worth a watch.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
171," writer is a guy. khalil played the writer. .. ..
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
172,"#sidepuff is #fun and #easy!! #happyfriday- #friday's are the funnest #lmaooooooo .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
173,"a change of directions is completely possible so stay flexible. keep an open mind and have faith in what is taking place. #newperspective .
",0.2,0.0,0.0,0.0,1.0,1.0,0.8
174,"being pushed away is the worse feeling ever .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
175,"it's pizza pocket day!!!!! my kids have had one pizza pocket in their entire lives so i thought let's go for two times. they are excited <happy> .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
176,"and that ugly bitch has the audacity to say arabs are disgusting lol people make me laugh look in a mirror before you say stupid stuff <sad> .
",0.6,0.4,0.0,0.2,1.0,0.4,0.4
177,"how to use your iron to get stubborn stains out of carpet! .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
178," <happy-tears> i can die happily now.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
179,"i feel like i have run out of things to say about #blacklivesmatter and other people are doing a better job of discussing it than i could .
",0.75,0.0,0.0,0.25,1.0,0.75,0.25
180,"someone entertain my brain .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
181,"hate is a strong word .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
182,"im gentle. feminine girl. a bit shy. but i can be very passionate with the right man. can ...
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
183,"i suck &amp; fuck &amp; finger you. but you want me to cling to you. and i ain't asking you to change. because i know i can't jingle you.
",0.5,0.0,0.0,0.16666666666666666,1.0,0.8333333333333334,0.5
184,"despair up to the point when they provoke you to tell the fucking punchline before you have told the joke .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
185,"love getting all my work done and actually being able to enjoy the weekend.
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
186,"3 niggas with me me myself and i. god don't like ugly and you should testify .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
187,"good music. ye weather .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
188,"psychological fact: your mind rewrites the speech of boring people to make it sound more interesting.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
189,"many epl fans r like epl is tougher than cl. oh.. dear lord help those mentally blind people.
",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666
190," i am a blood demon. one of the rarest types. she explained. usually we are killed at birth yet a kind demon rescued me .
",0.75,0.5,0.0,0.25,1.0,0.25,0.25
191,"i'm not ready for this.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
192,"these are the people who inspire me. those who make a way when there is none. those who do something no one has done.
",0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666
193,"hindi ko lang tlga gusto ung set. excess stories at editing pero okay naman in terms of the process and coaches <happy> #thevoiceofthephilippines .
",0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666
194,"i`m an intelligent and positive young woman. i`m full of energy for our amazing life and b...
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
195,"how do i undo myself from being friends with some people? aha please .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
196,"spending the evening playing deal or no deal in mcdonalds #truelove .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
197,": in the end..
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
198,"these dolphins are fucking creepy lsd perverts .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
199,"not very happy with my life .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
200,"gratitude 4  mt fav &gt;  .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
201,"pettiest poem ever. i love it.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
202," please look at this it's not mine but it's amazing x189 .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
203," hahaha i'll end my life before i submit to you. no one has broke me nor will they hahaha!! .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
204," love that nyx lipstick .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
205," got my hands in the cookie jar again. so throw yo j's up 'cause i gotta summer surprise in store! .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
206," just wanted to say loves you and you're his bestest friend ever .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
207,"i love tyler. the creator. the internet. all of them .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
208,"some girls are lucky cause all they do it tweet notice me and he notices them and in here like tweeting a lot .
",1.0,0.5,0.0,0.25,1.0,0.25,0.0
209,"woke up to myself face down into my bio book <skeptical> lol my nose hurts .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
210,"eating cheese dip with doritos sweet chili #friday #movienight .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
211," awesome! pls leave a comment on the blog to be entered to win and get support. have fun! .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
212,"i'm losing motivation so i'm gonna save it by listening to uptown funk .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
213,"tbh luke looks cute here hehe .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
214," -__- ok. im finally here. bout to log in! .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
215," i love you more .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
216," you're welcome! haha <happy> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
217,"drop it slowly asshole <happy> .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
218," the marketing for star wars is great because they're showing us a lot of cool stuff without showing us anything.
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
219," today is going straight to hell.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
220," rest is good!! if you like tea and you have some you should try that! feel better. okay? -3- .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
221,"stranger: your dog is unusual looking .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
222,"horrible bosses never get old lol .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
223,"your new possibilities won't have a chance to flourish in your life if you hold on to the old ones that aren't working!so let go and let god .
",0.5,0.16666666666666666,0.0,0.0,1.0,0.8333333333333334,0.5
224,"you have more active followers than josh allen -anon ( the shade is real ) .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
225," thank you for the follow! look forward to sharing! .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
226,"keep yo ass on a string for years. thinking he love you when really he using you. but y'all don't peep game.
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
227,"i want to go to sleep but like registration at midnight .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
228," that's pretty cute. i'd wear that.
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
229," what's with the new do bro? lolz looking good look good <tease> .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
230,"my mom found baymax and the giraffe and she thought my little cousins threw them in the bin so she put them back on my bed.... k cool .
",0.75,1.0,0.0,0.0,1.0,0.0,0.25
231,"they were so happy .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
232,"i am so happy to be here .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
233,"messy bun #goodhairday #tgif .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
234," but. i actually love emma and don't want her to die though.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
